"","x"
"1559","triunfadoras"
"1560","vejatorios"
"1561","abiertos"
"1562","abiertas"
"1563","acogedores"
"1564","acogedoras"
"1565","acuáticos"
"1566","acuáticas"
"1567","altos"
"1568","altas"
"1569","amistosos"
"1570","amistosas"
"1571","anchos"
"1572","anchas"
"1573","anticuados"
"1574","anticuadas"
"1575","antiguos"
"1576","antipáticos"
"1577","atractivos"
"1578","auténticos"
"1579","aventureros"
"1580","babosas"
"1581","bonitos"
"1582","bonitas"
"1583","calmas"
"1584","cartesianos"
"1585","cartesianas"
"1586","chaqueteros"
"1587","chaqueteras"
"1588","chivatos"
"1589","chivatas"
"1590","chulos"
"1591","chulas"
"1592","codiciosos"
"1593","codiciosas"
"1594","cómicos"
"1595","cómicas"
"1596","cómodos"
"1597","cómodas"
"1598","confidentes"
"1599","congelados"
"1600","congeladas"
"1601","conscientes"
"1602","contentos"
"1603","contentars"
"1604","contrarios"
"1605","contrarias"
"1606","creativos"
"1607","creativas"
"1608","cuadrados"
"1609","cuadradas"
"1610","cultos"
"1611","decoros"
"1612","delgados"
"1613","delgadas"
"1614","desconsiderados"
"1615","desconsideradas"
"1616","desiertos"
"1617","despistados"
"1618","despistadas"
"1619","dinámicos"
"1620","discretos"
"1621","discretas"
"1622","distraídos"
"1623","distraídas"
"1624","domésticos"
"1625","domésticas"
"1626","dormilones"
"1627","dormilonas"
"1628","drogadictos"
"1629","drogadictas"
"1630","enanos"
"1631","enanas"
"1632","encantadores"
"1633","encantadoras"
"1634","ensueños"
"1635","enteros"
"1636","enteras"
"1637","envidiosos"
"1638","envidiosas"
"1639","espontáneos"
"1640","espontáneas"
"1641","estrechos"
"1642","estrechas"
"1643","estudiosos"
"1644","estudiosas"
"1645","explosivos"
"1646","explosivas"
"1647","favoritos"
"1648","favoritas"
"1649","fecundos"
"1650","fecundas"
"1651","fieles"
"1652","finos"
"1653","finas"
"1654","firmes"
"1655","fracasados"
"1656","fracasadas"
"1657","frescos"
"1658","ganadores"
"1659","ganadoras"
"1660","generadores"
"1661","generadoras"
"1662","giratorios"
"1663","giratorias"
"1664","gráficos"
"1665","gráficas"
"1666","grasas"
"1667","gruesos"
"1668","hinchados"
"1669","hondos"
"1670","hondas"
"1671","huérfanos"
"1672","huérfanas"
"1673","húmedos"
"1674","húmedas"
"1675","ideales"
"1676","iguales"
"1677","imprudentes"
"1678","inconscientes"
"1679","incurables"
"1680","insensatos"
"1681","insensatas"
"1682","invictos"
"1683","invictas"
"1684","justos"
"1685","labradores"
"1686","legítimos"
"1687","legítimas"
"1688","lerdos"
"1689","lerdas"
"1690","limpios"
"1691","limpias"
"1692","lindos"
"1693","lindas"
"1694","livianos"
"1695","livianas"
"1696","locuaces"
"1697","malos"
"1698","malas"
"1699","maltratadores"
"1700","maltratadoras"
"1701","mecánicos"
"1702","mecánicas"
"1703","medios"
"1704","mentirosos"
"1705","meticulosos"
"1706","meticulosas"
"1707","mimados"
"1708","mimadas"
"1709","mojados"
"1710","mojadas"
"1711","mortales"
"1712","mutilados"
"1713","mutiladas"
"1714","nacionales"
"1715","nazis"
"1716","necios"
"1717","necias"
"1718","negativos"
"1719","negativas"
"1720","olorosos"
"1721","olorosas"
"1722","opacos"
"1723","opacas"
"1724","originales"
"1725","parásitos"
"1726","parciales"
"1727","parecidos"
"1728","parecidas"
"1729","pelirrojos"
"1730","pequeños"
"1731","pequeñas"
"1732","pesados"
"1733","pesadas"
"1734","políticos"
"1735","políticas"
"1736","posibles"
"1737","positivos"
"1738","positivas"
"1739","preparados"
"1740","preparadas"
"1741","presumidos"
"1742","presumidas"
"1743","psicópatas"
"1744","puros"
"1745","revoltosos"
"1746","revoltosas"
"1747","ricos"
"1748","ridículos"
"1749","ridículas"
"1750","rizados"
"1751","rizadas"
"1752","rosas"
"1753","ruines"
"1754","salvajes"
"1755","sanos"
"1756","sanas"
"1757","secos"
"1758","secas"
"1759","seductores"
"1760","seductoras"
"1761","sencillos"
"1762","sistemáticos"
"1763","sistemáticas"
"1764","sobresalientes"
"1765","suspensos"
"1766","tacaños"
"1767","temerarios"
"1768","temerarias"
"1769","temporales"
"1770","torcidos"
"1771","torcidas"
"1772","trabajadores"
"1773","trabajadoras"
"1774","tramposos"
"1775","tramposas"
"1776","translúcidos"
"1777","translúcidas"
"1778","turbulentos"
"1779","turbulentas"
"1780","universales"
"1781","vacíos"
"1782","vacías"
"1783","vagos"
"1784","vagas"
"1785","viajeros"
"1786","viajeras"
"1787","victoriosos"
"1788","victoriosas"
"1789","viejos"
"1790","viejas"
"1791","violadores"
"1792","violadoras"
"1793","viudos"
"1794","viudas"
"1795","voluptuosos"
"1796","voluptuosas"
"1797","zopencos"
"1798","zopencas"
"1799","abandonament"
"1800","abatre"
"1801","obert"
"1802","oberta"
"1803","abisme"
"1804","abraçar"
"1805","abraçada"
"1806","esbroncar"
"1807","abús"
"1808","acariciar"
"1809","acatar"
"1810","acceptació"
"1811","vorera"
"1812","aclamar"
"1813","acné"
"1814","acollidor"
"1815","acollidora"
"1816","assetjar"
"1817","actuar"
"1818","aquarel·la"
"1819","aquàtic"
"1820","aquàtica"
"1821","apunyalar"
"1822","acusar"
"1823","admirar"
"1824","adulterat"
"1825","adulteri"
"1826","advertir"
"1827","famós"
"1828","afectuós"
"1829","afició"
"1830","agència"
"1831","aglomeració"
"1832","agonitzar"
"1833","agradar"
"1834","agredir"
"1835","aigua"
"1836","fibló"
"1837","ofegar"
"1838","penjar"
"1839","lloar"
"1840","alarma"
"1841","alarmar"
"1842","alegrar"
"1843","alegria"
"1844","encoratjador"
"1845","enrajolar"
"1846","alimentar"
"1847","alterat"
"1848","alterada"
"1849","alt"
"1850","alta"
"1851","al·ludir"
"1852","estimar"
"1853","amargor"
"1854","amenaçat"
"1855","amenaçada"
"1856","amenaçador"
"1857","amenaçadora"
"1858","amenaçar"
"1859","amistat"
"1860","amistós"
"1861","amistosa"
"1862","emmordassar"
"1863","ampli"
"1864","àmplia"
"1865","amputació"
"1866","ample"
"1867","ampla"
"1868","ancorar"
"1869","animar"
"1870","aniquilar"
"1871","anorèxia"
"1872","anotar"
"1873","ansietat"
"1874","antiquat"
"1875","antiquada"
"1876","antic"
"1877","antipàtic"
"1878","apaivagat"
"1879","aparell"
"1880","apassionat"
"1881","apassionada"
"1882","apendicitis"
"1883","aperitiu"
"1884","pudent"
"1885","apilar"
"1886","aixafar"
"1887","aplaudir"
"1888","aplaudiments"
"1889","apodar"
"1890","aprovar"
"1891","aranya"
"1892","armar"
"1893","harmonia"
"1894","aroma"
"1895","arrasar"
"1896","arriscat"
"1897","arriscada"
"1898","donar un cop"
"1899","atropellar"
"1900","arròs"
"1901","arruïnar"
"1902","article"
"1903","artístic"
"1904","artística"
"1905","assaltar"
"1906","sorprendre"
"1907","astut"
"1908","espantar"
"1909","atacar"
"1910","atac"
"1911","capvespre"
"1912","embús"
"1913","taüt"
"1914","atemorir"
"1915","atendre"
"1916","aterrir"
"1917","aterroritzar"
"1918","atmosfèric"
"1919","atmosfèrica"
"1920","àtom"
"1921","encantat"
"1922","encantada"
"1923","cargolar"
"1924","atracar"
"1925","atractiu"
"1926","travessar"
"1927","atordit"
"1928","absència"
"1929","autèntic"
"1930","auxiliar"
"1931","aventurer"
"1932","aversiu"
"1933","aversiva"
"1934","espavilat"
"1935","espavilada"
"1936","rajola"
"1937","llimac"
"1938","ballar"
"1939","ball"
"1940","balneari"
"1941","barba"
"1942","nadó"
"1943","bell"
"1944","bella"
"1945","benefici"
"1946","besar"
"1947","benestar"
"1948","bikini"
"1949","binari"
"1950","binària"
"1951","xafogor"
"1952","bola"
"1953","bombardejar"
"1954","bondadós"
"1955","bondadosa"
"1956","bonic"
"1957","bonica"
"1958","borrós"
"1959","borrosa"
"1960","bosc"
"1961","botó"
"1962","botar"
"1963","broma"
"1964","cadell"
"1965","caducat"
"1966","caducada"
"1967","caure"
"1968","calavera"
"1969","escalfar"
"1970","calma"
"1971","calmat"
"1972","calmada"
"1973","calmant"
"1974","càmping"
"1975","canal"
"1976","cançó"
"1977","cansament"
"1978","cantar"
"1979","capa"
"1980","capritxós"
"1981","capritxosa"
"1982","riallada"
"1983","carismàtic"
"1984","carismàtica"
"1985","cartesià"
"1986","cartesiana"
"1987","castigar"
"1988","catàstrofe"
"1989","caut"
"1990","cauta"
"1991","caçar"
"1992","cefalea"
"1993","ceguesa"
"1994","cel·la"
"1995","celebració"
"1996","celebrar"
"1997","cel·lulitis"
"1998","chaquetero"
"1999","jaquetera"
"2000","bassa"
"2001","xerrar"
"2002","llar de foc"
"2003","graciós"
"2004","graciosa"
"2005","xivato"
"2006","chivata"
"2007","llaminadura"
"2008","xulo"
"2009","xula"
"2010","xifrat"
"2011","xifrada"
"2012","cinema"
"2013","cirurgia"
"2014","cita"
"2015","claredat"
"2016","classe"
"2017","clavell"
"2018","coacció"
"2019","coaccionar"
"2020","cobrar"
"2021","coure"
"2022","cobdiciós"
"2023","cobdiciosa"
"2024","colorit"
"2025","colorida"
"2026","comentari"
"2027","començar"
"2028","còmic"
"2029","còmica"
"2030","còmode"
"2031","còmoda"
"2032","compadir"
"2033","companyia"
"2034","compartir"
"2035","compassiu"
"2036","compassiva"
"2037","competent"
"2038","competitiu"
"2039","competitiva"
"2040","complaure"
"2041","complagut"
"2042","complaguda"
"2043","comprensió"
"2044","comunicació"
"2045","comunicatiu"
"2046","comunicativa"
"2047","condemna"
"2048","confident"
"2049","conflicte"
"2050","confós"
"2051","confosa"
"2052","congelat"
"2053","congelada"
"2054","conèixer"
"2055","conscient"
"2056","aconseguir"
"2057","conservar"
"2058","acontentar"
"2059","content"
"2060","acontentar"
"2061","contrari"
"2062","contrària"
"2063","cooperar"
"2064","coordinació"
"2065","coquetejar"
"2066","córrer"
"2067","corrompre"
"2068","cosa"
"2069","creatiu"
"2070","creativa"
"2071","créixer"
"2072","crèdul"
"2073","crèdula"
"2074","cregut"
"2075","creguda"
"2076","crisi"
"2077","quadrat"
"2078","quadrada"
"2079","panerola"
"2080","conte"
"2081","tenir cura"
"2082","culte"
"2083","dansa"
"2084","danyar"
"2085","nociu"
"2086","nociva"
"2087","donar"
"2088","dècada"
"2089","decapitar"
"2090","decidir"
"2091","decòrum"
"2092","defensar"
"2093","degollar"
"2094","dofí"
"2095","prim"
"2096","prima"
"2097","delicadesa"
"2098","deliciós"
"2099","deliciosa"
"2100","delinqüència"
"2101","demència"
"2102","democràcia"
"2103","denigrar"
"2104","anomenar"
"2105","derruir"
"2106","esfondrar"
"2107","desafiar"
"2108","desagradable"
"2109","desnonat"
"2110","desnonada"
"2111","desnonar"
"2112","desnonament"
"2113","desamor"
"2114","dessagnar"
"2115","descansar"
"2116","desconsiderat"
"2117","desconsiderada"
"2118","desitjar"
"2119","descargolar"
"2120","desenterrar"
"2121","desfavorable"
"2122","desert"
"2123","desmai"
"2124","desobeir"
"2125","escorxar"
"2126","desordre"
"2127","despatxar"
"2128","despatx"
"2129","buidat"
"2130","buidada"
"2131","despert"
"2132","despistat"
"2133","despistada"
"2134","menyspreu"
"2135","destacar"
"2136","desterrar"
"2137","destrossar"
"2138","devastar"
"2139","diabetis"
"2140","joiós"
"2141","dictadura"
"2142","difamar"
"2143","dificultat"
"2144","diminut"
"2145","diminuta"
"2146","dinàmic"
"2147","discret"
"2148","discreta"
"2149","gaudir"
"2150","disparar"
"2151","disposat"
"2152","disposada"
"2153","disputa"
"2154","distància"
"2155","distret"
"2156","distreta"
"2157","divertit"
"2158","divertida"
"2159","divertir"
"2160","domèstic"
"2161","domèstica"
"2162","donar"
"2163","dormilega"
"2164","dormilona"
"2165","drogoaddicte"
"2166","drogoaddicta"
"2167","dutxa"
"2168","duplicar"
"2169","edició"
"2170","executar"
"2171","electrocutar"
"2172","triar"
"2173","element"
"2174","elevat"
"2175","elevada"
"2176","el·líptic"
"2177","el·líptica"
"2178","embalar"
"2179","això"
"2180","envestir"
"2181","embòlia"
"2182","empaquetar"
"2183","empatar"
"2184","emprar"
"2185","enaltir"
"2186","enamorar"
"2187","nan"
"2188","nana"
"2189","encadenat"
"2190","encadenada"
"2191","encantador"
"2192","encantadora"
"2193","encantar"
"2194","trobar"
"2195","endurir"
"2196","energia"
"2197","enfadar"
"2198","emmalaltir"
"2199","refredament"
"2200","enfurismar"
"2201","enganyat"
"2202","enganyada"
"2203","enganyar"
"2204","entabanar"
"2205","engreixar"
"2206","engrossir"
"2207","enuig"
"2208","enriquidor"
"2209","enriquidora"
"2210","enriquir"
"2211","enroscar"
"2212","somni"
"2213","entendre"
"2214","sencer"
"2215","sencera"
"2216","enterrar"
"2217","entusiasmat"
"2218","entusiasmada"
"2219","entusiasmar"
"2220","enverinar"
"2221","enviar"
"2222","envejós"
"2223","envejosa"
"2224","rot"
"2225","esbossar"
"2226","escala"
"2227","esclavitzar"
"2228","escopir"
"2229","esmunyedís"
"2230","esmunyedissa"
"2231","espacial"
"2232","espantar"
"2233","espès"
"2234","espessa"
"2235","esplèndid"
"2236","esplèndida"
"2237","espontani"
"2238","espontània"
"2239","esquematitzar"
"2240","esquilar"
"2241","estabilitat"
"2242","estable"
"2243","estació"
"2244","estacionar"
"2245","estafa"
"2246","esclatar"
"2247","esterilitat"
"2248","escanyar"
"2249","estret"
"2250","estreta"
"2251","estricte"
"2252","estricta"
"2253","estudiar"
"2254","estudiós"
"2255","estudiosa"
"2256","eufòria"
"2257","exagerar"
"2258","excitar"
"2259","excursió"
"2260","reeixit"
"2261","reeixida"
"2262","explicar"
"2263","explosió"
"2264","explosiu"
"2265","explosiva"
"2266","expressar"
"2267","extens"
"2268","extensa"
"2269","exterminar"
"2270","externalitzar"
"2271","morir"
"2272","falsejar"
"2273","fantasma"
"2274","fantàstic"
"2275","fantàstica"
"2276","farsa"
"2277","favorit"
"2278","favorita"
"2279","fe"
"2280","data"
"2281","fecund"
"2282","fecunda"
"2283","felicitat"
"2284","felicitar"
"2285","ferrocarril"
"2286","festejar"
"2287","fidel"
"2288","festa"
"2289","figura"
"2290","figurar"
"2291","filosofia"
"2292","fi"
"2293","fina"
"2294","ferm"
"2295","flirtejar"
"2296","forma"
"2297","formal"
"2298","fortalesa"
"2299","fortuna"
"2300","fotografia"
"2301","fracassat"
"2302","fracassada"
"2303","frase"
"2304","fraternitat"
"2305","fresc"
"2306","frondós"
"2307","frondosa"
"2308","funerària"
"2309","fúria"
"2310","afusellar"
"2311","guanyador"
"2312","guanyadora"
"2313","gola"
"2314","despesa"
"2315","generador"
"2316","generadora"
"2317","genuí"
"2318","genuïna"
"2319","giratori"
"2320","giratòria"
"2321","gir"
"2322","colpejar"
"2323","grassor"
"2324","joiós"
"2325","gràcia"
"2326","gràfic"
"2327","gràfica"
"2328","grandiós"
"2329","greix"
"2330","gratis"
"2331","gruix"
"2332","agradar"
"2333","hisenda"
"2334","amuntegament"
"2335","afalagador"
"2336","trobar"
"2337","fam"
"2338","fet"
"2339","gelat"
"2340","ferir"
"2341","hidromassatge"
"2342","inflat"
"2343","folgat"
"2344","profund"
"2345","profunda"
"2346","honrat"
"2347","honrada"
"2348","horrorós"
"2349","horrorosa"
"2350","buit"
"2351","orfe"
"2352","òrfena"
"2353","humanitari"
"2354","humanitària"
"2355","humitejar"
"2356","humit"
"2357","humida"
"2358","humilitat"
"2359","humiliació"
"2360","huracà"
"2361","ideal"
"2362","igual"
"2363","igualar"
"2364","il·lusió"
"2365","il·lusionat"
"2366","il·lusionada"
"2367","il·lusionar"
"2368","imaginació"
"2369","impaciència"
"2370","implantar"
"2371","imposar"
"2372","impossibilitat"
"2373","imprimir"
"2374","imprudent"
"2375","impost"
"2376","incapaç"
"2377","incendiar"
"2378","inconscient"
"2379","increpar"
"2380","incult"
"2381","inculta"
"2382","incurable"
"2383","infància"
"2384","infart"
"2385","infectar"
"2386","infidelitat"
"2387","injúria"
"2388","injuriar"
"2389","injustícia"
"2390","inquietar"
"2391","inscriure"
"2392","insensat"
"2393","insensata"
"2394","inspeccionar"
"2395","instaurar"
"2396","insuficient"
"2397","insultat"
"2398","insultada"
"2399","íntegre"
"2400","íntegra"
"2401","intel·ligent"
"2402","interferir"
"2403","intimidar"
"2404","inventar"
"2405","invicte"
"2406","invicta"
"2407","ira"
"2408","irrespectuós"
"2409","irrespectuosa"
"2410","sabó"
"2411","xeringa"
"2412","jugar"
"2413","just"
"2414","pagès"
"2415","lamentar"
"2416","llançar"
"2417","lapidar"
"2418","llapis"
"2419","fer mal"
"2420","lleialtat"
"2421","lectura"
"2422","llegir"
"2423","legítim"
"2424","legítima"
"2425","talòs"
"2426","lerda"
"2427","lesionar"
"2428","lligar"
"2429","lligui"
"2430","net"
"2431","neta"
"2432","linxar"
"2433","valent"
"2434","bonica"
"2435","línia"
"2436","llest"
"2437","llista"
"2438","lleuger"
"2439","lleugera"
"2440","cridar"
"2441","plor"
"2442","loquaç"
"2443","bogeria"
"2444","aconseguir"
"2445","lluminositat"
"2446","lluminós"
"2447","lluminosa"
"2448","lluna"
"2449","llum"
"2450","test"
"2451","mare"
"2452","matinada"
"2453","malestar"
"2454","malèvol"
"2455","malèvola"
"2456","malgastar"
"2457","dolent"
"2458","mala"
"2459","pudent"
"2460","maltractador"
"2461","maltractadora"
"2462","maltractar"
"2463","malversar"
"2464","deu"
"2465","mar"
"2466","meravellós"
"2467","meravellosa"
"2468","marcar"
"2469","marginació"
"2470","martiri"
"2471","massatge"
"2472","remugar"
"2473","matar"
"2474","mecànic"
"2475","mecànica"
"2476","medalla"
"2477","mitjà"
"2478","meditació"
"2479","mentir"
"2480","mentider"
"2481","berenar"
"2482","metàstasi"
"2483","meticulós"
"2484","meticulosa"
"2485","metralleta"
"2486","metre"
"2487","mimat"
"2488","mimada"
"2489","meitat"
"2490","modular"
"2491","mullat"
"2492","mullada"
"2493","monstre"
"2494","monstruós"
"2495","monstruosa"
"2496","moqueta"
"2497","mossegar"
"2498","mortal"
"2499","moure"
"2500","mostrari"
"2501","munició"
"2502","ninot"
"2503","monyó"
"2504","murmurar"
"2505","mur"
"2506","mutilat"
"2507","mutilada"
"2508","nacional"
"2509","nas"
"2510","nàusea"
"2511","navegar"
"2512","nazi"
"2513","neci"
"2514","nècia"
"2515","negatiu"
"2516","negativa"
"2517","negociar"
"2518","nivell"
"2519","nit"
"2520","nou"
"2521","innovadora"
"2522","nombre"
"2523","oasi"
"2524","objecte"
"2525","odiós"
"2526","odiosa"
"2527","ofensa"
"2528","olorós"
"2529","olorosa"
"2530","oblidar"
"2531","oblit"
"2532","oncologia"
"2533","ondulat"
"2534","ondulada"
"2535","opac"
"2536","opaca"
"2537","operació"
"2538","oprimir"
"2539","pregar"
"2540","original"
"2541","orquídia"
"2542","eruga"
"2543","oscil·lar"
"2544","atalaiar"
"2545","otitis"
"2546","atorgar"
"2547","ovacionar"
"2548","patir"
"2549","paella"
"2550","paisatge"
"2551","paranormal"
"2552","paràsit"
"2553","parcial"
"2554","semblant"
"2555","passejar"
"2556","passeig"
"2557","paüra"
"2558","pet"
"2559","enganxar"
"2560","pentinar"
"2561","barallar"
"2562","perillar"
"2563","perillós"
"2564","perillosa"
"2565","pèl-roig"
"2566","pensió"
"2567","petit"
"2568","petita"
"2569","perdre"
"2570","pèrdua"
"2571","perdonar"
"2572","perfil"
"2573","perfumat"
"2574","perfumada"
"2575","perjudicar"
"2576","perseverar"
"2577","malson"
"2578","pesat"
"2579","pesada"
"2580","peu"
"2581","piropejar"
"2582","floreta"
"2583","piscina"
"2584","plenitud"
"2585","poema"
"2586","polític"
"2587","política"
"2588","pólvora"
"2589","possible"
"2590","positiu"
"2591","positiva"
"2592","precintar"
"2593","prejudici"
"2594","premiar"
"2595","premi"
"2596","preocupar"
"2597","preparat"
"2598","preparada"
"2599","preparar"
"2600","presumit"
"2601","presumida"
"2602","pretensiós"
"2603","provar"
"2604","producte"
"2605","programar"
"2606","prosperar"
"2607","prostituir"
"2608","protegir"
"2609","província"
"2610","psicòpata"
"2611","psicosi"
"2612","punyalada"
"2613","pur"
"2614","purulent"
"2615","pústula"
"2616","gemegós"
"2617","cremar"
"2618","quiet"
"2619","quimioteràpia"
"2620","racial"
"2621","reanimar"
"2622","recalcar"
"2623","rebre"
"2624","reciclar"
"2625","recol·lectar"
"2626","recompensar"
"2627","recriminar"
"2628","intensificar"
"2629","redit"
"2630","repetida"
"2631","reemplaçar"
"2632","referir"
"2633","reformar"
"2634","reforçar"
"2635","refrescant"
"2636","regalar"
"2637","renyar"
"2638","regnar"
"2639","riure"
"2640","relació"
"2641","relaxació"
"2642","relax"
"2643","religiós"
"2644","religiosa"
"2645","remoure"
"2646","renéixer"
"2647","renovar"
"2648","reprendre"
"2649","repugnància"
"2650","repugnar"
"2651","repulsiu"
"2652","repulsiva"
"2653","rescatar"
"2654","respectar"
"2655","respiració"
"2656","respirar"
"2657","resumir"
"2658","rebentar"
"2659","revoltós"
"2660","revoltosa"
"2661","remenar"
"2662","resar"
"2663","ric"
"2664","ridiculitzar"
"2665","ridícul"
"2666","ridícula"
"2667","rialler"
"2668","riallera"
"2669","rival"
"2670","arrissat"
"2671","arrissada"
"2672","robatori"
"2673","robust"
"2674","robusta"
"2675","pregar"
"2676","trencar"
"2677","rosa"
"2678","retolar"
"2679","rude"
"2680","roda"
"2681","roí"
"2682","rural"
"2683","saviesa"
"2684","sacrificar"
"2685","salari"
"2686","sortir"
"2687","saltar"
"2688","salvatge"
"2689","salvar"
"2690","sancionar"
"2691","sagnar"
"2692","sang"
"2693","sa"
"2694","sana"
"2695","satisfacció"
"2696","sauna"
"2697","sec"
"2698","seca"
"2699","segrestar"
"2700","set"
"2701","seducció"
"2702","seduir"
"2703","seductor"
"2704","seductora"
"2705","segellar"
"2706","selva"
"2707","senzill"
"2708","senderisme"
"2709","sensat"
"2710","assenyada"
"2711","sensibilitat"
"2712","sentir"
"2713","separació"
"2714","septentrional"
"2715","serenitat"
"2716","servitud"
"2717","sexualitat"
"2718","migdiada"
"2719","sífilis"
"2720","silenciós"
"2721","silenciosa"
"2722","similar"
"2723","sincer"
"2724","sincera"
"2725","sintàctic"
"2726","sintàctica"
"2727","sistemàtic"
"2728","sistemàtica"
"2729","subornar"
"2730","suborn"
"2731","excel·lent"
"2732","sobresortir"
"2733","sobreviure"
"2734","socórrer"
"2735","solidaritat"
"2736","sanglotar"
"2737","so"
"2738","somriure"
"2739","somriure"
"2740","sorprendre"
"2741","sorpresa"
"2742","assossec"
"2743","sospita"
"2744","sou"
"2745","sòl"
"2746","sort"
"2747","patiment"
"2748","superació"
"2749","subscriure"
"2750","suspens"
"2751","substància"
"2752","ensurt"
"2753","xiuxiuejar"
"2754","murmuri"
"2755","gasiu"
"2756","tacte"
"2757","tasca"
"2758","teatre"
"2759","sostre"
"2760","tecla"
"2761","tema"
"2762","témer"
"2763","temerari"
"2764","temerària"
"2765","temperat"
"2766","temperada"
"2767","temprança"
"2768","temporal"
"2769","tenebrós"
"2770","tenebrosa"
"2771","temptar"
"2772","tendresa"
"2773","terratrèmol"
"2774","terrorisme"
"2775","tètric"
"2776","tètrica"
"2777","text"
"2778","estafat"
"2779","estimada"
"2780","timbre"
"2781","tirania"
"2782","torçar"
"2783","tort"
"2784","torta"
"2785","torejar"
"2786","turment"
"2787","torturat"
"2788","torturada"
"2789","torturar"
"2790","tosc"
"2791","tosca"
"2792","treballador"
"2793","trabajadora"
"2794","trabajar"
"2795","traición"
"2796","tramposo"
"2797","tramposa"
"2798","tranquilidad"
"2799","transferible"
"2800","tránsfuga"
"2801","translúcido"
"2802","translúcida"
"2803","trastorno"
"2804","tristeza"
"2805","triturar"
"2806","triunfador"
"2807","triunfadora"
"2808","triunfar"
"2809","tubería"
"2810","tumbona"
"2811","turbulento"
"2812","turbulenta"
"2813","unión"
"2814","universal"
"2815","vacío"
"2816","vacía"
"2817","vago"
"2818","vaga"
"2819","valor"
"2820","vapor"
"2821","vaso"
"2822","vegetación"
"2823","vejatorio"
"2824","velas"
"2825","vencer"
"2826","verano"
"2827","verbalizar"
"2828","vergüenza"
"2829","versionar"
"2830","viajar"
"2831","viajero"
"2832","viajera"
"2833","victorioso"
"2834","victoriosa"
"2835","viejo"
"2836","vieja"
"2837","violador"
"2838","violadora"
"2839","violar"
"2840","visualizar"
"2841","viudo"
"2842","viuda"
"2843","vocalizar"
"2844","volar"
"2845","voltear"
"2846","voluptuoso"
"2847","voluptuosa"
"2848","votar "
"2849","yoga"
"2850","zopenco"
"2851","zopenca"
"2852","abandonaments"
"2853","abismes"
"2854","abraçades"
"2855","abusos"
"2856","acceptacions"
"2857","voreres"
"2858","acnes"
"2859","aquarel·les"
"2860","adulteris"
"2861","aficions"
"2862","agències"
"2863","aglomeracions"
"2864","aigües"
"2865","agullons"
"2866","alarmes"
"2867","alegries"
"2868","amargors"
"2869","amistats"
"2870","amputacions"
"2871","ansietats"
"2872","aparells"
"2873","aperitius"
"2874","aranyes"
"2875","harmonies"
"2876","aromes"
"2877","arrossos"
"2878","articles"
"2879","atacs"
"2880","embussos"
"2881","taüts"
"2882","àtoms"
"2883","absències"
"2884","rajoles"
"2885","balls"
"2886","balnearis"
"2887","barbes"
"2888","nadons"
"2889","beneficis"
"2890","benestars"
"2891","biquinis"
"2892","xafogors"
"2893","boles"
"2894","boscos"
"2895","botons"
"2896","bromes"
"2897","cadells"
"2898","calaveres"
"2899","càmpings"
"2900","canals"
"2901","canciónes"
"2902","cansaments"
"2903","capes"
"2904","riallades"
"2905","catàstrofes"
"2906","cefalees"
"2907","cegueses"
"2908","cel·les"
"2909","celebracions"
"2910","basses"
"2911","xemeneies"
"2912","llaminadures"
"2913","cinemes"
"2914","cirurgies"
"2915","cites"
"2916","clarors"
"2917","classes"
"2918","clavells"
"2919","coaccions"
"2920","comentaris"
"2921","companyies"
"2922","comprensions"
"2923","comunicacions"
"2924","condemnes"
"2925","conflictes"
"2926","coordinacions"
"2927","coses"
"2928","paneroles"
"2929","contes"
"2930","danses"
"2931","dècades"
"2932","dofins"
"2933","delicadeses"
"2934","delinqüències"
"2935","demències"
"2936","democràcies"
"2937","desnonaments"
"2938","desamors"
"2939","desmais"
"2940","desordres"
"2941","despatxos"
"2942","menyspreus"
"2943","dictadures"
"2944","dificultats"
"2945","disputes"
"2946","distàncies"
"2947","dutxes"
"2948","edicions"
"2949","elements"
"2950","embargaments"
"2951","embòlies"
"2952","energies"
"2953","refredaments"
"2954","enutjos"
"2955","rots"
"2956","escales"
"2957","estabilitats"
"2958","estacions"
"2959","estafes"
"2960","esterilitats"
"2961","eufòries"
"2962","excursions"
"2963","explosions"
"2964","fantasmes"
"2965","farses"
"2966","fes"
"2967","dates"
"2968","felicitats"
"2969","ferrocarrils"
"2970","festes"
"2971","figures"
"2972","filosofies"
"2973","formes"
"2974","fortaleses"
"2975","fortunes"
"2976","fotografies"
"2977","frases"
"2978","fraternitats"
"2979","funeràries"
"2980","fúries"
"2981","goles"
"2982","despeses"
"2983","girs"
"2984","gorduras"
"2985","gràcies"
"2986","hisendes"
"2987","amuntegaments"
"2988","fams"
"2989","fets"
"2990","gelats"
"2991","hidromassatges"
"2992","buits"
"2993","humilitats"
"2994","humiliacions"
"2995","huracans"
"2996","il·lusions"
"2997","imaginacions"
"2998","impaciències"
"2999","impossibilitats"
"3000","impostos"
"3001","infàncies"
"3002","infarts"
"3003","infidelitats"
"3004","injúries"
"3005","injustícies"
"3006","ires"
"3007","sabons"
"3008","xeringues"
"3009","lleialtats"
"3010","lectures"
"3011","lliguis"
"3012","línies"
"3013","plors"
"3014","bogeries"
"3015","lluminositats"
"3016","llunes"
"3017","llums"
"3018","testos"
"3019","mares"
"3020","matinades"
"3021","malestars"
"3022","deus"
"3023","mars"
"3024","marginacions"
"3025","martiris"
"3026","massatges"
