"","tweet","created","retweet","word","sentiment","cat","es","NA","logretweet"
"703",399,2017-10-07 03:00:00,0,"remove","fear","retirar","retirar","UTF-8",0
"704",399,2017-10-07 03:00:00,0,"remove","sadness","retirar","retirar","UTF-8",0
"705",400,2017-10-12 11:00:00,0,"opportunity","anticipation","oportunitat","oportunidad","UTF-8",0
"706",400,2017-10-12 11:00:00,0,"conflict","anger","conflicte","conflicto","UTF-8",0
"707",400,2017-10-12 11:00:00,0,"conflict","fear","conflicte","conflicto","UTF-8",0
"708",400,2017-10-12 11:00:00,0,"conflict","sadness","conflicte","conflicto","UTF-8",0
"709",403,2017-10-03 20:00:00,0,"illegal","anger","il·legal","ilegal","UTF-8",0
"710",403,2017-10-03 20:00:00,0,"illegal","disgust","il·legal","ilegal","UTF-8",0
"711",403,2017-10-03 20:00:00,0,"illegal","fear","il·legal","ilegal","UTF-8",0
"712",403,2017-10-03 20:00:00,0,"illegal","sadness","il·legal","ilegal","UTF-8",0
"713",403,2017-10-03 20:00:00,0,"condemn","anger","condemnar","condenar","UTF-8",0
"714",403,2017-10-03 20:00:00,0,"rule","trust","regla","regla","UTF-8",0
"715",403,2017-10-03 20:00:00,0,"law","trust","llei","ley","UTF-8",0
"716",404,2017-10-19 21:00:00,0,"lie","anger","mentida","mentira","UTF-8",0
"717",404,2017-10-19 21:00:00,0,"lie","disgust","mentida","mentira","UTF-8",0
"718",404,2017-10-19 21:00:00,0,"lie","sadness","mentida","mentira","UTF-8",0
"719",406,2017-10-03 16:00:00,0,"law","trust","llei","ley","UTF-8",0
"720",406,2017-10-03 16:00:00,0,"broke","fear","trencar","rompió","UTF-8",0
"721",406,2017-10-03 16:00:00,0,"broke","sadness","trencar","rompió","UTF-8",0
"722",409,2017-10-17 07:00:00,0,"martial","anger","marcial","marcial","UTF-8",0
"723",409,2017-10-17 07:00:00,0,"law","trust","llei","ley","UTF-8",0
"724",410,2017-10-09 10:00:00,0,"brother","trust","germà","hermano","UTF-8",0
"725",410,2017-10-09 10:00:00,0,"law","trust","llei","ley","UTF-8",0
"726",411,2017-10-08 11:00:00,32,"law","trust","llei","ley","UTF-8",3.49650756146648
"727",411,2017-10-08 11:00:00,32,"intelligence","joy","intel·ligència","inteligencia","UTF-8",3.49650756146648
"728",411,2017-10-08 11:00:00,32,"intelligence","trust","intel·ligència","inteligencia","UTF-8",3.49650756146648
"729",413,2017-10-06 10:00:00,0,"unity","trust","unitat","unidad","UTF-8",0
"730",413,2017-10-06 10:00:00,0,"unity","trust","unitat","unidad","UTF-8",0
"731",413,2017-10-06 10:00:00,0,"faith","anticipation","fe","fe","UTF-8",0
"732",413,2017-10-06 10:00:00,0,"faith","joy","fe","fe","UTF-8",0
"733",414,2017-10-02 21:00:00,0,"revolt","anger","revolta","revuelta","UTF-8",0
"734",414,2017-10-02 21:00:00,0,"revolt","surprise","revolta","revuelta","UTF-8",0
"735",415,2017-10-05 21:00:00,0,"legal","trust","legal","legal","UTF-8",0
"736",417,2017-10-14 12:00:00,1,"clash","anger","xoc","choque","UTF-8",0.693147180559945
"737",417,2017-10-14 12:00:00,1,"storm","anger","tempesta","tormenta","UTF-8",0.693147180559945
"738",417,2017-10-14 12:00:00,1,"law","trust","llei","ley","UTF-8",0.693147180559945
"739",417,2017-10-14 12:00:00,1,"cancel","sadness","cancel·lar","cancelar","UTF-8",0.693147180559945
"740",419,2017-10-09 13:00:00,0,"spokesman","trust","portaveu","portavoz","UTF-8",0
"741",419,2017-10-09 13:00:00,0,"threatening","anger","amenaçant","amenazante","UTF-8",0
"742",419,2017-10-09 13:00:00,0,"threatening","disgust","amenaçant","amenazante","UTF-8",0
"743",419,2017-10-09 13:00:00,0,"threatening","fear","amenaçant","amenazante","UTF-8",0
"744",419,2017-10-09 13:00:00,0,"death","anger","mort","muerte","UTF-8",0
"745",419,2017-10-09 13:00:00,0,"death","anticipation","mort","muerte","UTF-8",0
"746",419,2017-10-09 13:00:00,0,"death","disgust","mort","muerte","UTF-8",0
"747",419,2017-10-09 13:00:00,0,"death","fear","mort","muerte","UTF-8",0
"748",419,2017-10-09 13:00:00,0,"death","sadness","mort","muerte","UTF-8",0
"749",419,2017-10-09 13:00:00,0,"death","surprise","mort","muerte","UTF-8",0
"750",420,2017-10-02 07:00:00,2,"separatist","anger","separatista","separatista","UTF-8",1.09861228866811
"751",420,2017-10-02 07:00:00,2,"separatist","disgust","separatista","separatista","UTF-8",1.09861228866811
"752",421,2017-10-19 18:00:00,0,"bad","anger","una mica","malo","UTF-8",0
"753",421,2017-10-19 18:00:00,0,"bad","disgust","una mica","malo","UTF-8",0
"754",421,2017-10-19 18:00:00,0,"bad","fear","una mica","malo","UTF-8",0
"755",421,2017-10-19 18:00:00,0,"bad","sadness","malament","malo","UTF-8",0
"756",421,2017-10-19 18:00:00,0,"soldier","anger","soldat","soldado","UTF-8",0
"757",421,2017-10-19 18:00:00,0,"soldier","sadness","soldat","soldado","UTF-8",0
"758",422,2017-10-18 10:00:00,0,"law","trust","llei","ley","UTF-8",0
"759",423,2017-10-14 19:00:00,556,"true","joy","cert","cierto","UTF-8",6.32256523992728
"760",423,2017-10-14 19:00:00,556,"true","trust","cert","cierto","UTF-8",6.32256523992728
"761",425,2017-10-16 16:00:00,0,"friend","joy","amic","amigo","UTF-8",0
"762",425,2017-10-16 16:00:00,0,"friend","trust","amic","amigo","UTF-8",0
"763",426,2017-10-20 08:00:00,1,"labor","joy","mà d'obra","labor","UTF-8",0.693147180559945
"764",426,2017-10-20 08:00:00,1,"labor","surprise","mà d'obra","labor","UTF-8",0.693147180559945
"765",426,2017-10-20 08:00:00,1,"law","trust","llei","ley","UTF-8",0.693147180559945
"766",426,2017-10-20 08:00:00,1,"abolish","anger","abolir","abolir","UTF-8",0.693147180559945
"767",427,2017-10-02 11:00:00,12,"result","anticipation","resultat","resultado","UTF-8",2.56494935746154
"768",427,2017-10-02 11:00:00,12,"damages","sadness","danys","daños","UTF-8",2.56494935746154
"769",430,2017-10-18 18:00:00,0,"law","trust","llei","ley","UTF-8",0
"770",431,2017-10-03 11:00:00,0,"violence","anger","violència","violencia","UTF-8",0
"771",431,2017-10-03 11:00:00,0,"violence","fear","violència","violencia","UTF-8",0
"772",431,2017-10-03 11:00:00,0,"violence","sadness","violència","violencia","UTF-8",0
"773",434,2017-10-03 05:00:00,0,"unity","trust","unitat","unidad","UTF-8",0
"774",436,2017-10-09 20:00:00,0,"law","trust","llei","ley","UTF-8",0
"775",437,2017-10-07 20:00:00,1092,"riot","anger","enrenou","alboroto","UTF-8",6.99668148817654
"776",437,2017-10-07 20:00:00,1092,"riot","fear","enrenou","alboroto","UTF-8",6.99668148817654
"777",439,2017-10-16 08:00:00,1,"problem","fear","problema","problema","UTF-8",0.693147180559945
"778",439,2017-10-16 08:00:00,1,"problem","sadness","problema","problema","UTF-8",0.693147180559945
"779",441,2017-10-16 05:00:00,0,"poverty","anger","pobresa","pobreza","UTF-8",0
"780",441,2017-10-16 05:00:00,0,"poverty","disgust","pobresa","pobreza","UTF-8",0
"781",441,2017-10-16 05:00:00,0,"poverty","fear","pobresa","pobreza","UTF-8",0
"782",441,2017-10-16 05:00:00,0,"poverty","sadness","pobresa","pobreza","UTF-8",0
"783",441,2017-10-16 05:00:00,0,"law","trust","llei","ley","UTF-8",0
"784",442,2017-10-09 20:00:00,0,"rule","trust","regla","regla","UTF-8",0
"785",442,2017-10-09 20:00:00,0,"law","trust","llei","ley","UTF-8",0
"786",443,2017-10-01 19:00:00,1,"winning","anticipation","victoriós","victorioso","UTF-8",0.693147180559945
"787",443,2017-10-01 19:00:00,1,"winning","disgust","victoriós","victorioso","UTF-8",0.693147180559945
"788",443,2017-10-01 19:00:00,1,"winning","joy","victoriós","victorioso","UTF-8",0.693147180559945
"789",443,2017-10-01 19:00:00,1,"winning","sadness","victoriós","victorioso","UTF-8",0.693147180559945
"790",443,2017-10-01 19:00:00,1,"winning","surprise","victoriós","victorioso","UTF-8",0.693147180559945
"791",443,2017-10-01 19:00:00,1,"shame","disgust","vergonya","vergüenza","UTF-8",0.693147180559945
"792",443,2017-10-01 19:00:00,1,"shame","fear","vergonya","vergüenza","UTF-8",0.693147180559945
"793",443,2017-10-01 19:00:00,1,"shame","sadness","vergonya","vergüenza","UTF-8",0.693147180559945
"794",443,2017-10-01 19:00:00,1,"shame","disgust","vergonya","vergüenza","UTF-8",0.693147180559945
"795",443,2017-10-01 19:00:00,1,"shame","fear","vergonya","vergüenza","UTF-8",0.693147180559945
"796",443,2017-10-01 19:00:00,1,"shame","sadness","vergonya","vergüenza","UTF-8",0.693147180559945
"797",443,2017-10-01 19:00:00,1,"shame","disgust","vergonya","vergüenza","UTF-8",0.693147180559945
"798",443,2017-10-01 19:00:00,1,"shame","fear","vergonya","vergüenza","UTF-8",0.693147180559945
"799",443,2017-10-01 19:00:00,1,"shame","sadness","vergonya","vergüenza","UTF-8",0.693147180559945
"800",444,2017-10-18 18:00:00,0,"legal","trust","legal","legal","UTF-8",0
"801",445,2017-10-17 15:00:00,0,"freedom","joy","llibertat","libertad","UTF-8",0
"802",445,2017-10-17 15:00:00,0,"freedom","trust","llibertat","libertad","UTF-8",0
"803",445,2017-10-17 15:00:00,0,"crime","anger","crim","crimen","UTF-8",0
"804",445,2017-10-17 15:00:00,0,"law","trust","llei","ley","UTF-8",0
"805",446,2017-10-02 14:00:00,0,"result","anticipation","resultat","resultado","UTF-8",0
"806",446,2017-10-02 14:00:00,0,"rule","trust","regla","regla","UTF-8",0
"807",448,2017-10-09 18:00:00,0,"law","trust","llei","ley","UTF-8",0
"808",448,2017-10-09 18:00:00,0,"jail","fear","presó","cárcel","UTF-8",0
"809",448,2017-10-09 18:00:00,0,"jail","sadness","presó","cárcel","UTF-8",0
"810",448,2017-10-09 18:00:00,0,"sponsor","trust","patrocinador","patrocinador","UTF-8",0
"811",449,2017-10-06 22:00:00,1,"reluctant","fear","reticent","reacio","UTF-8",0.693147180559945
"812",451,2017-10-11 00:00:00,0,"threat","anger","amenaça","amenaza","UTF-8",0
"813",451,2017-10-11 00:00:00,0,"threat","fear","amenaça","amenaza","UTF-8",0
"814",453,2017-10-15 22:00:00,0,"worse","fear","pitjor","peor","UTF-8",0
"815",453,2017-10-15 22:00:00,0,"worse","sadness","pitjor","peor","UTF-8",0
"816",454,2017-10-09 09:00:00,0,"young","joy","jove","joven","UTF-8",0
"817",454,2017-10-09 09:00:00,0,"young","surprise","jove","joven","UTF-8",0
"818",454,2017-10-09 09:00:00,0,"moderator","trust","moderador","moderador","UTF-8",0
"819",455,2017-10-20 06:00:00,0,"risk","anticipation","risc","riesgo","UTF-8",0
"820",455,2017-10-20 06:00:00,0,"risk","fear","risc","riesgo","UTF-8",0
"821",455,2017-10-20 06:00:00,0,"loving","joy","estimant","amoroso","UTF-8",0
"822",455,2017-10-20 06:00:00,0,"loving","trust","estimant","amoroso","UTF-8",0
"823",456,2017-10-10 14:00:00,1,"fellow","trust","company","compañero","UTF-8",0.693147180559945
"824",457,2017-10-10 16:00:00,7,"determination","trust","determinació","determinación","UTF-8",2.07944154167984
"825",460,2017-10-13 20:00:00,0,"special","joy","especial","especial","UTF-8",0
"826",460,2017-10-13 20:00:00,0,"law","trust","llei","ley","UTF-8",0
"827",461,2017-10-12 14:00:00,0,"law","trust","llei","ley","UTF-8",0
"828",462,2017-10-04 13:00:00,0,"applause","joy","aplaudiments","aplausos","UTF-8",0
"829",462,2017-10-04 13:00:00,0,"applause","surprise","aplaudiments","aplausos","UTF-8",0
"830",463,2017-10-10 08:00:00,0,"respect","joy","respecte","respeto","UTF-8",0
"831",463,2017-10-10 08:00:00,0,"respect","trust","respecte","respeto","UTF-8",0
"832",465,2017-10-06 09:00:00,0,"law","trust","llei","ley","UTF-8",0
"833",466,2017-10-12 11:00:00,9,"safe","joy","segur","seguro","UTF-8",2.30258509299405
"834",466,2017-10-12 11:00:00,9,"safe","trust","segur","seguro","UTF-8",2.30258509299405
"835",467,2017-10-05 11:00:00,1,"honest","anger","honest","honesto","UTF-8",0.693147180559945
"836",467,2017-10-05 11:00:00,1,"honest","fear","honest","honesto","UTF-8",0.693147180559945
"837",467,2017-10-05 11:00:00,1,"honest","joy","honest","honesto","UTF-8",0.693147180559945
"838",467,2017-10-05 11:00:00,1,"honest","sadness","honest","honesto","UTF-8",0.693147180559945
"839",467,2017-10-05 11:00:00,1,"honest","trust","honest","honesto","UTF-8",0.693147180559945
"840",468,2017-10-16 21:00:00,0,"persecution","anger","persecució","persecucion","UTF-8",0
"841",468,2017-10-16 21:00:00,0,"persecution","disgust","persecució","persecucion","UTF-8",0
"842",468,2017-10-16 21:00:00,0,"persecution","fear","persecució","persecucion","UTF-8",0
"843",468,2017-10-16 21:00:00,0,"persecution","sadness","persecució","persecucion","UTF-8",0
"844",468,2017-10-16 21:00:00,0,"madness","anger","bogeria","Locura","UTF-8",0
"845",468,2017-10-16 21:00:00,0,"madness","fear","bogeria","Locura","UTF-8",0
"846",469,2017-10-12 10:00:00,28,"respect","joy","respecte","respeto","UTF-8",3.36729582998647
"847",469,2017-10-12 10:00:00,28,"respect","trust","respecte","respeto","UTF-8",3.36729582998647
"848",469,2017-10-12 10:00:00,28,"team","trust","equip","equipo","UTF-8",3.36729582998647
"849",470,2017-10-18 15:00:00,0,"law","trust","llei","ley","UTF-8",0
"850",471,2017-10-13 08:00:00,0,"sage","trust","savi","sabio","UTF-8",0
"851",471,2017-10-13 08:00:00,0,"sage","trust","savi","sabio","UTF-8",0
"852",472,2017-10-04 09:00:00,0,"law","trust","llei","ley","UTF-8",0
"853",473,2017-10-02 16:00:00,1,"man","fear","policia","policía","UTF-8",0.693147180559945
"854",473,2017-10-02 16:00:00,1,"abandoned","anger","abandonat","abandonado","UTF-8",0.693147180559945
"855",473,2017-10-02 16:00:00,1,"abandoned","fear","abandonat","abandonado","UTF-8",0.693147180559945
"856",473,2017-10-02 16:00:00,1,"abandoned","sadness","abandonat","abandonado","UTF-8",0.693147180559945
"857",477,2017-10-14 06:00:00,0,"law","trust","llei","ley","UTF-8",0
"858",478,2017-10-10 16:00:00,0,"law","trust","llei","ley","UTF-8",0
"859",479,2017-10-01 12:00:00,0,"violence","anger","violència","violencia","UTF-8",0
"860",479,2017-10-01 12:00:00,0,"violence","fear","violència","violencia","UTF-8",0
"861",479,2017-10-01 12:00:00,0,"violence","sadness","violència","violencia","UTF-8",0
"862",479,2017-10-01 12:00:00,0,"peaceful","joy","pacífic","pacífico","UTF-8",0
"863",479,2017-10-01 12:00:00,0,"peaceful","surprise","pacífic","pacífico","UTF-8",0
"864",479,2017-10-01 12:00:00,0,"peaceful","trust","pacífic","pacífico","UTF-8",0
"865",481,2017-10-04 19:00:00,0,"trust","trust","confiança","confianza","UTF-8",0
"866",483,2017-10-06 08:00:00,0,"bad","anger","una mica","malo","UTF-8",0
"867",483,2017-10-06 08:00:00,0,"bad","disgust","una mica","malo","UTF-8",0
"868",483,2017-10-06 08:00:00,0,"bad","fear","una mica","malo","UTF-8",0
"869",483,2017-10-06 08:00:00,0,"bad","sadness","malament","malo","UTF-8",0
"870",483,2017-10-06 08:00:00,0,"law","trust","llei","ley","UTF-8",0
"871",483,2017-10-06 08:00:00,0,"disagree","anger","discrepar","discrepar","UTF-8",0
"872",484,2017-10-09 22:00:00,1,"interested","disgust","interessat","interesado","UTF-8",0.693147180559945
"873",484,2017-10-09 22:00:00,1,"interested","sadness","interessat","interesado","UTF-8",0.693147180559945
"874",486,2017-10-17 21:00:00,5,"felon","fear","traïdor","traidor","UTF-8",1.79175946922805
"875",486,2017-10-17 21:00:00,5,"law","trust","llei","ley","UTF-8",1.79175946922805
"876",486,2017-10-17 21:00:00,5,"professor","trust","professor","profesor","UTF-8",1.79175946922805
"877",487,2017-10-18 18:00:00,3,"jail","fear","presó","cárcel","UTF-8",1.38629436111989
"878",487,2017-10-18 18:00:00,3,"jail","sadness","presó","cárcel","UTF-8",1.38629436111989
"879",488,2017-10-07 10:00:00,1,"peace","joy","pau","paz","UTF-8",0.693147180559945
"880",488,2017-10-07 10:00:00,1,"peace","trust","pau","paz","UTF-8",0.693147180559945
"881",489,2017-10-01 22:00:00,0,"hope","anticipation","esperança","esperanza","UTF-8",0
"882",489,2017-10-01 22:00:00,0,"hope","joy","esperança","esperanza","UTF-8",0
"883",489,2017-10-01 22:00:00,0,"hope","trust","esperança","esperanza","UTF-8",0
"884",490,2017-10-02 07:00:00,0,"law","trust","llei","ley","UTF-8",0
"885",491,2017-10-20 08:00:00,0,"hilarious","joy","molt divertit","divertidísimo","UTF-8",0
"886",491,2017-10-20 08:00:00,0,"hilarious","surprise","molt divertit","divertidísimo","UTF-8",0
"887",491,2017-10-20 08:00:00,0,"rating","fear","classificació","clasificación","UTF-8",0
"888",492,2017-10-07 17:00:00,0,"law","trust","llei","ley","UTF-8",0
"889",493,2017-10-04 22:00:00,289,"relevant","trust","pertinent","pertinente","UTF-8",5.66988092298052
"890",493,2017-10-04 22:00:00,289,"violence","anger","violència","violencia","UTF-8",5.66988092298052
"891",493,2017-10-04 22:00:00,289,"violence","fear","violència","violencia","UTF-8",5.66988092298052
"892",493,2017-10-04 22:00:00,289,"violence","sadness","violència","violencia","UTF-8",5.66988092298052
"893",494,2017-10-18 18:00:00,0,"law","trust","llei","ley","UTF-8",0
"894",494,2017-10-18 18:00:00,0,"intrusive","disgust","intrús","intruso","UTF-8",0
"895",494,2017-10-18 18:00:00,0,"intrusive","fear","intrús","intruso","UTF-8",0
"896",494,2017-10-18 18:00:00,0,"intrusive","surprise","intrús","intruso","UTF-8",0
"897",495,2017-10-08 20:00:00,0,"law","trust","llei","ley","UTF-8",0
"898",496,2017-10-14 14:00:00,3,"happy","joy","content","contento","UTF-8",1.38629436111989
"899",496,2017-10-14 14:00:00,3,"peace","joy","pau","paz","UTF-8",1.38629436111989
"900",496,2017-10-14 14:00:00,3,"peace","trust","pau","paz","UTF-8",1.38629436111989
"901",496,2017-10-14 14:00:00,3,"winner","anticipation","guanyador","ganador","UTF-8",1.38629436111989
"902",496,2017-10-14 14:00:00,3,"winner","joy","guanyador","ganador","UTF-8",1.38629436111989
"903",496,2017-10-14 14:00:00,3,"winner","surprise","guanyador","ganador","UTF-8",1.38629436111989
"904",500,2017-10-09 06:00:00,2,"dark","sadness","fosc","oscuro","UTF-8",1.09861228866811
"905",501,2017-10-18 14:00:00,0,"politics","anger","política","política","UTF-8",0
"906",502,2017-10-15 01:00:00,0,"crunch","anger","cruixit","crujido","UTF-8",0
"907",502,2017-10-15 01:00:00,0,"leader","trust","líder","líder","UTF-8",0
"908",506,2017-10-07 17:00:00,1,"crime","anger","crim","crimen","UTF-8",0.693147180559945
"909",506,2017-10-07 17:00:00,1,"kill","fear","matar","matar","UTF-8",0.693147180559945
"910",506,2017-10-07 17:00:00,1,"kill","sadness","matar","matar","UTF-8",0.693147180559945
"911",507,2017-10-07 11:00:00,1,"peaceful","joy","pacífic","pacífico","UTF-8",0.693147180559945
"912",507,2017-10-07 11:00:00,1,"peaceful","surprise","pacífic","pacífico","UTF-8",0.693147180559945
"913",507,2017-10-07 11:00:00,1,"peaceful","trust","pacífic","pacífico","UTF-8",0.693147180559945
"914",508,2017-10-18 13:00:00,4,"sedition","anger","sedició","sedición","UTF-8",1.6094379124341
"915",508,2017-10-18 13:00:00,4,"sedition","sadness","sedició","sedición","UTF-8",1.6094379124341
"916",509,2017-10-11 14:00:00,1,"law","trust","llei","ley","UTF-8",0.693147180559945
"917",509,2017-10-11 14:00:00,1,"slaughterhouse","anger","escorxador","matadero","UTF-8",0.693147180559945
"918",509,2017-10-11 14:00:00,1,"slaughterhouse","disgust","escorxador","matadero","UTF-8",0.693147180559945
"919",509,2017-10-11 14:00:00,1,"slaughterhouse","fear","escorxador","matadero","UTF-8",0.693147180559945
"920",509,2017-10-11 14:00:00,1,"slaughterhouse","sadness","escorxador","matadero","UTF-8",0.693147180559945
"921",510,2017-10-11 14:00:00,0,"problem","fear","problema","problema","UTF-8",0
"922",510,2017-10-11 14:00:00,0,"problem","sadness","problema","problema","UTF-8",0
"923",512,2017-10-02 06:00:00,30,"violence","anger","violència","violencia","UTF-8",3.43398720448515
"924",512,2017-10-02 06:00:00,30,"violence","fear","violència","violencia","UTF-8",3.43398720448515
"925",512,2017-10-02 06:00:00,30,"violence","sadness","violència","violencia","UTF-8",3.43398720448515
"926",512,2017-10-02 06:00:00,30,"bad","anger","una mica","malo","UTF-8",3.43398720448515
"927",512,2017-10-02 06:00:00,30,"bad","disgust","una mica","malo","UTF-8",3.43398720448515
"928",512,2017-10-02 06:00:00,30,"bad","fear","una mica","malo","UTF-8",3.43398720448515
"929",512,2017-10-02 06:00:00,30,"bad","sadness","malament","malo","UTF-8",3.43398720448515
"930",512,2017-10-02 06:00:00,30,"good","joy","bo","bueno","UTF-8",3.43398720448515
"931",512,2017-10-02 06:00:00,30,"good","surprise","bo","bueno","UTF-8",3.43398720448515
"932",514,2017-10-02 11:00:00,0,"criticism","anger","crítica","crítica","UTF-8",0
"933",514,2017-10-02 11:00:00,0,"criticism","sadness","crítica","crítica","UTF-8",0
"934",514,2017-10-02 11:00:00,0,"brutality","anger","brutalitat","brutalidad","UTF-8",0
"935",514,2017-10-02 11:00:00,0,"brutality","fear","brutalitat","brutalidad","UTF-8",0
"936",514,2017-10-02 11:00:00,0,"leader","trust","líder","líder","UTF-8",0
"937",515,2017-10-02 02:00:00,3,"violence","anger","violència","violencia","UTF-8",1.38629436111989
"938",515,2017-10-02 02:00:00,3,"violence","fear","violència","violencia","UTF-8",1.38629436111989
"939",515,2017-10-02 02:00:00,3,"violence","sadness","violència","violencia","UTF-8",1.38629436111989
"940",516,2017-10-04 13:00:00,0,"shout","anger","cridar","gritar","UTF-8",0
"941",516,2017-10-04 13:00:00,0,"shout","surprise","cridar","gritar","UTF-8",0
"942",516,2017-10-04 13:00:00,0,"difficult","fear","difícil","difícil","UTF-8",0
"943",517,2017-10-11 09:00:00,0,"law","trust","llei","ley","UTF-8",0
"944",519,2017-10-20 10:00:00,0,"hut","sadness","barraca","choza","UTF-8",0
"945",520,2017-10-17 16:00:00,0,"law","trust","llei","ley","UTF-8",0
"946",521,2017-10-17 15:00:00,1,"conflict","anger","conflicte","conflicto","UTF-8",0.693147180559945
"947",521,2017-10-17 15:00:00,1,"conflict","fear","conflicte","conflicto","UTF-8",0.693147180559945
"948",521,2017-10-17 15:00:00,1,"conflict","sadness","conflicte","conflicto","UTF-8",0.693147180559945
"949",523,2017-10-02 08:00:00,1,"credibility","trust","credibilitat","credibilidad","UTF-8",0.693147180559945
"950",523,2017-10-02 08:00:00,1,"brutal","anger","brutal","brutal","UTF-8",0.693147180559945
"951",523,2017-10-02 08:00:00,1,"brutal","fear","brutal","brutal","UTF-8",0.693147180559945
"952",525,2017-10-07 17:00:00,0,"criminal","anger","criminal","criminal","UTF-8",0
"953",525,2017-10-07 17:00:00,0,"criminal","disgust","criminal","criminal","UTF-8",0
"954",525,2017-10-07 17:00:00,0,"criminal","fear","criminal","criminal","UTF-8",0
"955",525,2017-10-07 17:00:00,0,"immoral","anger","immoral","inmoral","UTF-8",0
"956",525,2017-10-07 17:00:00,0,"immoral","disgust","immoral","inmoral","UTF-8",0
"957",525,2017-10-07 17:00:00,0,"immoral","fear","immoral","inmoral","UTF-8",0
"958",525,2017-10-07 17:00:00,0,"immoral","sadness","immoral","inmoral","UTF-8",0
"959",527,2017-10-13 02:00:00,0,"dependence","fear","dependència","dependencia","UTF-8",0
"960",527,2017-10-13 02:00:00,0,"dependence","sadness","dependència","dependencia","UTF-8",0
"961",528,2017-10-18 01:00:00,0,"good","joy","bo","bueno","UTF-8",0
"962",528,2017-10-18 01:00:00,0,"good","surprise","bo","bueno","UTF-8",0
"963",529,2017-10-05 06:00:00,1,"child","joy","nen","niño","UTF-8",0.693147180559945
"964",529,2017-10-05 06:00:00,1,"abuse","anger","abús","abuso","UTF-8",0.693147180559945
"965",529,2017-10-05 06:00:00,1,"abuse","disgust","abús","abuso","UTF-8",0.693147180559945
"966",529,2017-10-05 06:00:00,1,"abuse","fear","abús","abuso","UTF-8",0.693147180559945
"967",529,2017-10-05 06:00:00,1,"abuse","sadness","abús","abuso","UTF-8",0.693147180559945
"968",529,2017-10-05 06:00:00,1,"law","trust","llei","ley","UTF-8",0.693147180559945
"969",532,2017-10-15 15:00:00,0,"agreed","trust","convingut","convenido","UTF-8",0
"970",532,2017-10-15 15:00:00,0,"blame","anger","culpa","culpa","UTF-8",0
"971",532,2017-10-15 15:00:00,0,"blame","disgust","culpa","culpa","UTF-8",0
"972",534,2017-10-05 10:00:00,0,"law","trust","llei","ley","UTF-8",0
"973",536,2017-10-10 06:00:00,0,"legal","trust","legal","legal","UTF-8",0
"974",537,2017-10-03 15:00:00,0,"secrecy","surprise","secret","secreto","UTF-8",0
"975",537,2017-10-03 15:00:00,0,"law","trust","llei","ley","UTF-8",0
"976",538,2017-10-20 00:00:00,1,"law","trust","llei","ley","UTF-8",0.693147180559945
"977",539,2017-10-16 15:00:00,0,"rule","trust","regla","regla","UTF-8",0
"978",539,2017-10-16 15:00:00,0,"law","trust","llei","ley","UTF-8",0
"979",540,2017-10-11 20:00:00,0,"law","trust","llei","ley","UTF-8",0
"980",540,2017-10-11 20:00:00,0,"star","joy","estrella","estrella","UTF-8",0
"981",541,2017-10-05 19:00:00,0,"absence","fear","absència","ausencia","UTF-8",0
"982",541,2017-10-05 19:00:00,0,"absence","sadness","absència","ausencia","UTF-8",0
"983",541,2017-10-05 19:00:00,0,"violence","anger","violència","violencia","UTF-8",0
"984",541,2017-10-05 19:00:00,0,"violence","fear","violència","violencia","UTF-8",0
"985",541,2017-10-05 19:00:00,0,"violence","sadness","violència","violencia","UTF-8",0
"986",542,2017-10-03 15:00:00,0,"law","trust","llei","ley","UTF-8",0
"987",544,2017-10-10 14:00:00,2,"leader","trust","líder","líder","UTF-8",1.09861228866811
"988",544,2017-10-10 14:00:00,2,"break","surprise","descans","descanso","UTF-8",1.09861228866811
"989",547,2017-10-20 10:00:00,0,"deal","joy","acord","acuerdo","UTF-8",0
"990",547,2017-10-20 10:00:00,0,"deal","surprise","acord","acuerdo","UTF-8",0
"991",547,2017-10-20 10:00:00,0,"deal","trust","acord","acuerdo","UTF-8",0
"992",550,2017-10-05 17:00:00,0,"solidarity","trust","solidaritat","solidaridad","UTF-8",0
"993",551,2017-10-06 20:00:00,1,"law","trust","llei","ley","UTF-8",0.693147180559945
"994",552,2017-10-08 16:00:00,0,"gun","anger","pistola","pistola","UTF-8",0
"995",552,2017-10-08 16:00:00,0,"gun","fear","pistola","pistola","UTF-8",0
"996",552,2017-10-08 16:00:00,0,"law","trust","llei","ley","UTF-8",0
"997",552,2017-10-08 16:00:00,0,"shooting","anger","tret","disparo","UTF-8",0
"998",552,2017-10-08 16:00:00,0,"shooting","fear","tret","disparo","UTF-8",0
"999",553,2017-10-11 13:00:00,1,"law","trust","llei","ley","UTF-8",0.693147180559945
"1000",555,2017-10-05 13:00:00,0,"unacceptable","sadness","inacceptable","inaceptable","UTF-8",0
"1001",556,2017-10-19 11:00:00,0,"leader","trust","líder","líder","UTF-8",0
"1002",556,2017-10-19 11:00:00,0,"darling","joy","afecte","cariño","UTF-8",0
"1003",557,2017-10-05 09:00:00,0,"law","trust","llei","ley","UTF-8",0
"1004",558,2017-10-19 20:00:00,1,"pleased","joy","satisfet","satisfecho","UTF-8",0.693147180559945
"1005",558,2017-10-19 20:00:00,1,"rule","trust","regla","regla","UTF-8",0.693147180559945
"1006",558,2017-10-19 20:00:00,1,"law","trust","llei","ley","UTF-8",0.693147180559945
